Fragrance Note,Image,Group,Description
Bergamot,https://fimgs.net/mdimg/sastojci/m.75.jpg?1441385204,CITRUS SMELLS,"citrusy, bitter & tart, elegant, light note with mild spicy tone, complex with nuances of fruit and aromatic elements, reminiscent of eau de Cologne, it flavors Earl Grey tea."
Bitter Orange,https://fimgs.net/mdimg/sastojci/m.79.jpg?1440725941,CITRUS SMELLS,"It is inedible tart citrus, known as ""bigarade"". It is intensely scented."
Blood Orange,https://fimgs.net/mdimg/sastojci/m.286.jpg?1440725523,CITRUS SMELLS,"It is a mutation of the sweet orange, very sweet and juicy, with a sweet taste and smell."
Calamansi,https://fimgs.net/mdimg/sastojci/m.1028.jpg?1575996335,CITRUS SMELLS,NULL
Chinotto,https://fimgs.net/mdimg/sastojci/m.866.jpg?1598651656,CITRUS SMELLS,"A citrus note sweet and aromatic, this fruit is used and associated with chinotto beverage. "
Citron,https://fimgs.net/mdimg/sastojci/m.373.jpg?1440724256,CITRUS SMELLS,a bright dry citrus note.
Citruses,https://fimgs.net/mdimg/sastojci/m.313.jpg?1440724966,CITRUS SMELLS,A category of hesperidic fruits of different varieties.
Clementine,https://fimgs.net/mdimg/sastojci/m.84.jpg?1440730629,CITRUS SMELLS,"a variety of mandarin orange without seeds, known as ""Christmas mandarin"", sweet and juicy. "
Finger Lime,https://fimgs.net/mdimg/sastojci/m.881.jpg?1598640078,CITRUS SMELLS,"A fresh and sweet, clean citrus fragrance with balsamic coumarin undertones. "
Grapefruit,https://fimgs.net/mdimg/sastojci/m.76.jpg?1440740037,CITRUS SMELLS,"A bitter aromatic citrus scent with a ""dirty"" undertone reminiscent of black currant. "
Hassaku,https://fimgs.net/mdimg/sastojci/m.445.jpg?1500531083,CITRUS SMELLS,"Japanese citrus variant, similar in scent profile to mandarine orange."
Hatkora lemon,https://fimgs.net/mdimg/sastojci/m.639.jpg?1500471627,CITRUS SMELLS,NULL
Kaffir Lime,https://fimgs.net/mdimg/sastojci/m.958.jpg?1551214529,CITRUS SMELLS,NULL
Kumquat,https://fimgs.net/mdimg/sastojci/m.81.jpg?1440730952,CITRUS SMELLS,"a very small citrus fruit with a sweet flavor and sour center, lemony-piney scent, with a bitter nuance."
Lemon,https://fimgs.net/mdimg/sastojci/m.77.jpg?1440731353,CITRUS SMELLS,"astringent, sour, sweet undertone, aromatic nuance, bright, cheerful & vibrant."
Lemon Balm,https://fimgs.net/mdimg/sastojci/m.375.jpg?1440740197,CITRUS SMELLS,"a minty, lightly spicy aspect, an alternative to lemon."
Lemon tree,https://fimgs.net/mdimg/sastojci/m.381.jpg?1440739753,CITRUS SMELLS,"complex note reproducing the aroma of floral lemon blossoms, crushed green leaves and tart ambience around the living tree."
Lemon Verbena,https://fimgs.net/mdimg/sastojci/m.120.jpg?1440740413,CITRUS SMELLS,"a lemon-fresh, clean, floral-citrus, aromatic herbal nuances."
Lemon Zest,https://fimgs.net/mdimg/sastojci/m.788.jpg?1588375969,CITRUS SMELLS,the same as just lemon. The aromatic oil is obtained from the fruit skin.
Lemongrass,https://fimgs.net/mdimg/sastojci/m.358.jpg?1440731649,CITRUS SMELLS,"an intensely lemon-scented aromatic herb, with spicy aromatic undertones."
Lime,https://fimgs.net/mdimg/sastojci/m.78.jpg?1440731198,CITRUS SMELLS,A citrus note with a sweeter and dryer profile than lemon. 
Limetta,https://fimgs.net/mdimg/sastojci/m.901.jpg?1598641517,CITRUS SMELLS,"A fine citrus fragrance, reminiscent of lime, but less acidic and mildly sweet."
Litsea Cubeba,https://fimgs.net/mdimg/sastojci/m.529.jpg?1588391042,CITRUS SMELLS,"a lemon-like, sharp, fresh smell with a sweet undertone."
Mandarin Orange,https://fimgs.net/mdimg/sastojci/m.82.jpg?1585607773,CITRUS SMELLS,"A sweet hesperidic, juicy, honeyed note."
Mandora,https://fimgs.net/mdimg/sastojci/m.1044.jpg?1585703458,CITRUS SMELLS,A sweet aromatic citrus note.
Methyl Pamplemousse,https://fimgs.net/mdimg/sastojci/m.467.jpg?1440740017,CITRUS SMELLS,"key aromachemical in modern colognes, bitter sour top note, fresh and evanescent, grapefruit scent blending with citrus bases."
Neroli,https://fimgs.net/mdimg/sastojci/m.17.jpg?1440739322,CITRUS SMELLS,"A citrusy, light, slightly bitter note, with hints of orange and honey blossom floral facets, purifying, aromatic, green."
Orange,https://fimgs.net/mdimg/sastojci/m.80.jpg?1440736796,CITRUS SMELLS,"A sweet citrus note, somewhat between mandarin and pomelo, a small facet of astringency."
Petitgrain,https://fimgs.net/mdimg/sastojci/m.3.jpg?1440739582,CITRUS SMELLS,A green citrus note of leaves and crushed branches.
Pomelo,https://fimgs.net/mdimg/sastojci/m.242.jpg?1440738219,CITRUS SMELLS,"a citrus scent reminiscent of grapefruit, but less dirty."
Tangelo,https://fimgs.net/mdimg/sastojci/m.935.jpg?1546878015,CITRUS SMELLS,"A sweet citrus scent reminiscent of mandarine, but less dry."
Tangerine,https://fimgs.net/mdimg/sastojci/m.85.jpg?1440738368,CITRUS SMELLS,A sweet hesperidic fragrance with a nuance of honey. 
Yuzu,https://fimgs.net/mdimg/sastojci/m.83.jpg?1440738532,CITRUS SMELLS,"A sweet and very bitter, unique citrus fragrance, with a terpenic nuance."
Acai berry,https://fimgs.net/mdimg/sastojci/m.596.jpg?1466291951,"FRUITS, VEGETABLES AND NUTS",NULL
Acerola,https://fimgs.net/mdimg/sastojci/m.673.jpg?1598657680,"FRUITS, VEGETABLES AND NUTS",NULL
Almond,https://fimgs.net/mdimg/sastojci/m.130.jpg?1440794517,"FRUITS, VEGETABLES AND NUTS","It is gourmand bitter-sweet note, soft and nutty. Bitter almond oil is produced not only from almonds, but cherries, apricots, peaches, and prunes. "
Apple,https://fimgs.net/mdimg/sastojci/m.146.jpg?1440958253,"FRUITS, VEGETABLES AND NUTS","A fresh mouthwatering fruity note, sweet or green and sour. "
Apple juice,https://fimgs.net/mdimg/sastojci/m.929.jpg?1545561411,"FRUITS, VEGETABLES AND NUTS",NULL
Apple pulp,https://fimgs.net/mdimg/sastojci/m.930.jpg?1545561469,"FRUITS, VEGETABLES AND NUTS",NULL
Apple sherbet,https://fimgs.net/mdimg/sastojci/m.823.jpg?1508499391,"FRUITS, VEGETABLES AND NUTS",NULL
Apricot,https://fimgs.net/mdimg/sastojci/m.175.jpg?1440900087,"FRUITS, VEGETABLES AND NUTS","A fuzzy soft fruity note, with lactonic and soft animalic nuances."
Arctic Bramble,https://fimgs.net/mdimg/sastojci/m.1027.jpg?1575092782,"FRUITS, VEGETABLES AND NUTS",NULL
Argan,https://fimgs.net/mdimg/sastojci/m.956.jpg?1551085412,"FRUITS, VEGETABLES AND NUTS",NULL
Banana,https://fimgs.net/mdimg/sastojci/m.123.jpg?1440794826,"FRUITS, VEGETABLES AND NUTS",a sweet tropical fruity nuance. 
Barberry,https://fimgs.net/mdimg/sastojci/m.329.jpg?1500286122,"FRUITS, VEGETABLES AND NUTS","from the species berberis bulgaris, small yellow bloom with sweet scent"
Bearberry,https://fimgs.net/mdimg/sastojci/m.344.jpg?1440904824,"FRUITS, VEGETABLES AND NUTS","the prefered fruit of bears, tart red fruits with a tannic taste grown in mountains and even Artic conditions, unsuitable for pregnancy and kidney failure patients."
Beetroot,https://fimgs.net/mdimg/sastojci/m.817.jpg?1503472136,"FRUITS, VEGETABLES AND NUTS",NULL
Bigarade,https://fimgs.net/mdimg/sastojci/m.1083.jpg?1613090511,"FRUITS, VEGETABLES AND NUTS",NULL
Black Currant,https://fimgs.net/mdimg/sastojci/m.132.jpg?1440797472,"FRUITS, VEGETABLES AND NUTS","A tangy fruit note with a very characteristic ammoniac ""cat piss"" nuance sourced from green leaf buds. A very important note for creating green, minty and fruity notes in perfumes."
Blackberry,https://fimgs.net/mdimg/sastojci/m.169.jpg?1440902393,"FRUITS, VEGETABLES AND NUTS",Blackberries are a synthetic note with a tangy-sweet fruity profile.
Blackthorn,https://fimgs.net/mdimg/sastojci/m.634.jpg?1400081408,"FRUITS, VEGETABLES AND NUTS",NULL
Blueberry,https://fimgs.net/mdimg/sastojci/m.225.jpg?1440796041,"FRUITS, VEGETABLES AND NUTS",a sweet fruity fragrance with jam-like and forest nuances.
Boysenberry,https://fimgs.net/mdimg/sastojci/m.577.jpg?1363464638,"FRUITS, VEGETABLES AND NUTS",NULL
Brazil nut,https://fimgs.net/mdimg/sastojci/m.533.jpg?1440796303,"FRUITS, VEGETABLES AND NUTS",NULL
Breadnut,https://fimgs.net/mdimg/sastojci/m.1101.jpg?1616010607,"FRUITS, VEGETABLES AND NUTS",A savory tropical note.
Carambola (Star Fruit),https://fimgs.net/mdimg/sastojci/m.212.jpg?1440796932,"FRUITS, VEGETABLES AND NUTS","a fresh and sour fruity note, with a hint of citrus and green."
Carrot,https://fimgs.net/mdimg/sastojci/m.275.jpg?1585879456,"FRUITS, VEGETABLES AND NUTS","a powdery earthy note (carrot seed), it has iris rhizome characteristics, in fact often substituted for the costlier orris."
Cashew,https://fimgs.net/mdimg/sastojci/m.1009.jpg?1612406972,"FRUITS, VEGETABLES AND NUTS",NULL
Cassowary fruit,https://fimgs.net/mdimg/sastojci/m.444.jpg?1440797353,"FRUITS, VEGETABLES AND NUTS","Cassowary fruit is a type of fruit known as cassowary plum that is egg shaped and poisonous, related in scent to frangipani."
Cepes,https://fimgs.net/mdimg/sastojci/m.376.jpg?1442949887,"FRUITS, VEGETABLES AND NUTS",an earthy musty appetizing smell of mushrooms. 
Chayote,https://fimgs.net/mdimg/sastojci/m.774.jpg?1453408938,"FRUITS, VEGETABLES AND NUTS",NULL
Cherimoya,https://fimgs.net/mdimg/sastojci/m.880.jpg?1598726211,"FRUITS, VEGETABLES AND NUTS",NULL
Cherry,https://fimgs.net/mdimg/sastojci/m.297.jpg?1440955691,"FRUITS, VEGETABLES AND NUTS","a popular fruity note, sweet and tart at the same time, with a characteristic bitter almond nuance."
Chestnut,https://fimgs.net/mdimg/sastojci/m.578.jpg?1587005449,"FRUITS, VEGETABLES AND NUTS",NULL
Chia Seed,https://fimgs.net/mdimg/sastojci/m.1095.jpg?1615510499,"FRUITS, VEGETABLES AND NUTS",NULL
Cloudberry,https://fimgs.net/mdimg/sastojci/m.692.jpg?1435690344,"FRUITS, VEGETABLES AND NUTS",NULL
Coconut,https://fimgs.net/mdimg/sastojci/m.138.jpg?1440901443,"FRUITS, VEGETABLES AND NUTS","A tropical fruity nutty sweet note with vanilla, milky nuances."
Coconut Water,https://fimgs.net/mdimg/sastojci/m.1098.jpg?1615898022,"FRUITS, VEGETABLES AND NUTS",NULL
Corn,https://fimgs.net/mdimg/sastojci/m.1132.jpg?1621606449,"FRUITS, VEGETABLES AND NUTS",NULL
Corn Silk,https://fimgs.net/mdimg/sastojci/m.548.jpg?1441312968,"FRUITS, VEGETABLES AND NUTS",NULL
Cranberry,https://fimgs.net/mdimg/sastojci/m.274.jpg?1440901189,"FRUITS, VEGETABLES AND NUTS",a tart fruity aromatic note with forest nuances.
Cucumber,https://fimgs.net/mdimg/sastojci/m.126.jpg?1441312274,"FRUITS, VEGETABLES AND NUTS","a fresh, aqueous green aroma which diffuses very well thanks to the ""cucumber aldehyde"" (2(E),6(Z)-nonadienal). Violet leaf can yield cucumber, metallic green aspects in perfumes too."
"Cupuacu, Cupuassu, Copoasu",https://fimgs.net/mdimg/sastojci/m.465.jpg?1440892279,"FRUITS, VEGETABLES AND NUTS","tropical plant, edible note, related to the tree that produces cocoa; the rind of the fruit smells between chocolate and pineapple while the juice is smelling of pear and green banana."
Currant leaf and bud,https://fimgs.net/mdimg/sastojci/m.337.jpg?1440793849,"FRUITS, VEGETABLES AND NUTS","leaves and buds of blackcurrants, also known as bourgeons de cassis, have a characteristic green & ammoniac scent reminiscent of ""cat piss""."
Cyperus scariosus,https://fimgs.net/mdimg/sastojci/m.460.jpg?1440896025,"FRUITS, VEGETABLES AND NUTS","Indian woody note also known as Cypriol or Nagarmotha with facets of vetiver, cedar and patchouli or recreated woody blend to substitute the natural oil."
Dewberry,https://fimgs.net/mdimg/sastojci/m.644.jpg?1440896414,"FRUITS, VEGETABLES AND NUTS",NULL
Dried Apple Crisp,https://fimgs.net/mdimg/sastojci/m.908.jpg?1539123669,"FRUITS, VEGETABLES AND NUTS",NULL
Dried Apricot,https://fimgs.net/mdimg/sastojci/m.961.jpg?1598893573,"FRUITS, VEGETABLES AND NUTS",NULL
Dried Fruits,https://fimgs.net/mdimg/sastojci/m.230.jpg?1598561412,"FRUITS, VEGETABLES AND NUTS","notes that recall sweet, sticky fruits, such as dates, figs, dried apricot skins and liquorice."
Elderberry,https://fimgs.net/mdimg/sastojci/m.1086.jpg?1613505374,"FRUITS, VEGETABLES AND NUTS",NULL
Fig,https://fimgs.net/mdimg/sastojci/m.247.jpg?1440953103,"FRUITS, VEGETABLES AND NUTS","A complex green sweet lactonic fragrance (leaves). The fruit is very sweet, honeyed, floral, gourmand."
Fig Leaf,https://fimgs.net/mdimg/sastojci/m.150.jpg?1441316266,"FRUITS, VEGETABLES AND NUTS","green, bitterish and unique scent that brings to mind earth dust, shadow and foliage"
Forest fruits,https://fimgs.net/mdimg/sastojci/m.382.jpg?1598560938,"FRUITS, VEGETABLES AND NUTS",a wide classification of usually red or blue berries with sweet & sour aspects.
Frosted Berries,https://fimgs.net/mdimg/sastojci/m.805.jpg?1499661804,"FRUITS, VEGETABLES AND NUTS",NULL
Fruit Salad,https://fimgs.net/mdimg/sastojci/m.1119.jpg?1620957488,"FRUITS, VEGETABLES AND NUTS",NULL
Fruity Notes,https://fimgs.net/mdimg/sastojci/m.320.jpg?1354330189,"FRUITS, VEGETABLES AND NUTS",Fresh and sweet fruity notes enhance the beauty and naturalness of floral notes.
Genipapo,https://fimgs.net/mdimg/sastojci/m.1080.jpg?1612649182,"FRUITS, VEGETABLES AND NUTS",NULL
Goji Berries,https://fimgs.net/mdimg/sastojci/m.696.jpg?1436077081,"FRUITS, VEGETABLES AND NUTS",NULL
Gooseberry,https://fimgs.net/mdimg/sastojci/m.249.jpg?1440950356,"FRUITS, VEGETABLES AND NUTS","small tart fruit, a species of Ribes related to currants."
Grape Seed,https://fimgs.net/mdimg/sastojci/m.937.jpg?1547929758,"FRUITS, VEGETABLES AND NUTS",NULL
Grapes,https://fimgs.net/mdimg/sastojci/m.269.jpg?1440897502,"FRUITS, VEGETABLES AND NUTS",a fruity sweet aromatic note.
Green Plum,https://fimgs.net/mdimg/sastojci/m.1126.jpg?1621486932,"FRUITS, VEGETABLES AND NUTS",NULL
Greengage,https://fimgs.net/mdimg/sastojci/m.996.jpg?1560415066,"FRUITS, VEGETABLES AND NUTS",NULL
Ground Cherry,https://fimgs.net/mdimg/sastojci/m.682.jpg?1431352356,"FRUITS, VEGETABLES AND NUTS",NULL
Guarana,https://fimgs.net/mdimg/sastojci/m.532.jpg?1440897833,"FRUITS, VEGETABLES AND NUTS",NULL
Guava,https://fimgs.net/mdimg/sastojci/m.177.jpg?1440898109,"FRUITS, VEGETABLES AND NUTS",a fruity tropical note.
Hazelnut,https://fimgs.net/mdimg/sastojci/m.141.jpg?1440903065,"FRUITS, VEGETABLES AND NUTS",a savory nutty note with woody and aromatic nuances.
Jabuticaba,https://fimgs.net/mdimg/sastojci/m.615.jpg?1440898344,"FRUITS, VEGETABLES AND NUTS",NULL
Jackfruit,https://fimgs.net/mdimg/sastojci/m.462.jpg?1440898729,"FRUITS, VEGETABLES AND NUTS","part of the mulberry family, its name coming from the Portoguese ""jaca"" and with extensive history in the Indian peninsula. Fleshy note reminiscent of tart banana."
Japanese Loquat,https://fimgs.net/mdimg/sastojci/m.550.jpg?1440899844,"FRUITS, VEGETABLES AND NUTS",NULL
Jobs tears (Yi Yi Ren),https://fimgs.net/mdimg/sastojci/m.916.jpg?1598727693,"FRUITS, VEGETABLES AND NUTS",NULL
Kiwi,https://fimgs.net/mdimg/sastojci/m.178.jpg?1440900911,"FRUITS, VEGETABLES AND NUTS",a tropical sweet and sour fruity note.
Kumbaru,https://fimgs.net/mdimg/sastojci/m.616.jpg?1440902182,"FRUITS, VEGETABLES AND NUTS",NULL
Lingonberry,https://fimgs.net/mdimg/sastojci/m.1029.jpg?1576104726,"FRUITS, VEGETABLES AND NUTS",NULL
Litchi,https://fimgs.net/mdimg/sastojci/m.194.jpg?1440902640,"FRUITS, VEGETABLES AND NUTS","Also referenced as ""lychee"", litchi has a tropical sweet fragrance, fruity aquatic."
Loganberry,https://fimgs.net/mdimg/sastojci/m.1088.jpg?1613730864,"FRUITS, VEGETABLES AND NUTS",NULL
Longan Berries,https://fimgs.net/mdimg/sastojci/m.1030.jpg?1576180656,"FRUITS, VEGETABLES AND NUTS",NULL
Macadamia,https://fimgs.net/mdimg/sastojci/m.666.jpg?1598587654,"FRUITS, VEGETABLES AND NUTS",NULL
Mahonia,https://fimgs.net/mdimg/sastojci/m.909.jpg?1539589978,"FRUITS, VEGETABLES AND NUTS",NULL
Malt,https://fimgs.net/mdimg/sastojci/m.480.jpg?1440952106,"FRUITS, VEGETABLES AND NUTS","a savory scent reminiscent of roasted barley, beer and whiskey."
Mango,https://fimgs.net/mdimg/sastojci/m.179.jpg?1440904086,"FRUITS, VEGETABLES AND NUTS","a tropical fruity note, very juicy, with peach-like and piney facets."
Mangosteen,https://fimgs.net/mdimg/sastojci/m.303.jpg?1440904354,"FRUITS, VEGETABLES AND NUTS","somewhat sweet and tangy, astringent fruit with wide use in folk medicine (as an anti-inflammatory)."
Maninka,https://fimgs.net/mdimg/sastojci/m.693.jpg?1435831924,"FRUITS, VEGETABLES AND NUTS",NULL
Marian Plum,https://fimgs.net/mdimg/sastojci/m.1007.jpg?1567824328,"FRUITS, VEGETABLES AND NUTS",NULL
Medlar,https://fimgs.net/mdimg/sastojci/m.1077.jpg?1612580929,"FRUITS, VEGETABLES AND NUTS",NULL
Melon,https://fimgs.net/mdimg/sastojci/m.172.jpg?1440896728,"FRUITS, VEGETABLES AND NUTS","A fresh and sweet fruity aquatic note, usually attributed to Calone, a popular lab synthetic popularized in the 1990s."
Mirabelle,https://fimgs.net/mdimg/sastojci/m.491.jpg?1440952760,"FRUITS, VEGETABLES AND NUTS","a fantasy fruity note, reminiscent of mirabelle plum, sweet, fresh, fleshy."
Moepel accord,https://fimgs.net/mdimg/sastojci/m.654.jpg?1416309750,"FRUITS, VEGETABLES AND NUTS",NULL
Mulberry,https://fimgs.net/mdimg/sastojci/m.531.jpg?1440896970,"FRUITS, VEGETABLES AND NUTS",a fantasy fruity note reminiscent of mouthwatering mulberries.
Mushroom,https://fimgs.net/mdimg/sastojci/m.839.jpg?1588391231,"FRUITS, VEGETABLES AND NUTS",an earthy musty note reminiscent of mushrooms.
Nashi Pear,https://fimgs.net/mdimg/sastojci/m.1010.jpg?1569290512,"FRUITS, VEGETABLES AND NUTS",NULL
Nectarine,https://fimgs.net/mdimg/sastojci/m.197.jpg?1440905556,"FRUITS, VEGETABLES AND NUTS","a variety of peach, nectarous fruity note with high fructose level and apricot-peachy aroma."
Nutty Notes,https://fimgs.net/mdimg/sastojci/m.1023.jpg?1573808397,"FRUITS, VEGETABLES AND NUTS",NULL
Olive,https://fimgs.net/mdimg/sastojci/m.263.jpg?1440904545,"FRUITS, VEGETABLES AND NUTS","an oleaginous, slightly bitter note reminiscent of the Olea europea tree and edible olives."
Papaya,https://fimgs.net/mdimg/sastojci/m.227.jpg?1440951188,"FRUITS, VEGETABLES AND NUTS","a tropical fruit note, sweet, fleshy and fresh."
Passionfruit,https://fimgs.net/mdimg/sastojci/m.161.jpg?1440792127,"FRUITS, VEGETABLES AND NUTS",An intense tropical synthetic fruity note.
Pea,https://fimgs.net/mdimg/sastojci/m.637.jpg?1402050608,"FRUITS, VEGETABLES AND NUTS",NULL
Peach,https://fimgs.net/mdimg/sastojci/m.117.jpg?1440796515,"FRUITS, VEGETABLES AND NUTS","A very popular fruity note, fleshy, sweet, nectarous and powdery."
Peanut,https://fimgs.net/mdimg/sastojci/m.547.jpg?1440900569,"FRUITS, VEGETABLES AND NUTS",NULL
Pear,https://fimgs.net/mdimg/sastojci/m.182.jpg?1440901622,"FRUITS, VEGETABLES AND NUTS","A sweet and fresh, aquatic fruity note. "
Pecan,https://fimgs.net/mdimg/sastojci/m.1022.jpg?1598646179,"FRUITS, VEGETABLES AND NUTS","A fantasy gourmand note with a nutty, sweet, woody profile."
Persimmon,https://fimgs.net/mdimg/sastojci/m.341.jpg?1440900321,"FRUITS, VEGETABLES AND NUTS",a fantasy note reminiscent of sweet pulpy aromatic fruit.
Pineapple,https://fimgs.net/mdimg/sastojci/m.170.jpg?1440794176,"FRUITS, VEGETABLES AND NUTS","A fresh and juicy fruity note, fresh and slightly metallic."
Pinot Noir grapes,https://fimgs.net/mdimg/sastojci/m.721.jpg?1499753147,"FRUITS, VEGETABLES AND NUTS",NULL
Pistachio,https://fimgs.net/mdimg/sastojci/m.221.jpg?1440951480,"FRUITS, VEGETABLES AND NUTS",a green nutty savory note.
Pitahaya,https://fimgs.net/mdimg/sastojci/m.218.jpg?1440951781,"FRUITS, VEGETABLES AND NUTS","a fruit of cactus species, known as ""dragon fruit"", native to the Americas. Known also as ""moonflower"", the flowers exude a sweet, heady floral aroma when in bloom."
Pitanga,https://fimgs.net/mdimg/sastojci/m.747.jpg?1450975319,"FRUITS, VEGETABLES AND NUTS",NULL
Plum,https://fimgs.net/mdimg/sastojci/m.171.jpg?1440952487,"FRUITS, VEGETABLES AND NUTS",A sensual fruity fragrance.
Pomegranate,https://fimgs.net/mdimg/sastojci/m.193.jpg?1440905282,"FRUITS, VEGETABLES AND NUTS","A fantasy fruity note, sweet and sour, spicy and leathery."
prickly pear,https://fimgs.net/mdimg/sastojci/m.1145.jpg?1624109505,"FRUITS, VEGETABLES AND NUTS",NULL
Pumpkin,https://fimgs.net/mdimg/sastojci/m.509.jpg?1440796678,"FRUITS, VEGETABLES AND NUTS","soft, carbohydrate rich flavor, pulpous note reminiscent of pumpkin pie and American baking."
Quince,https://fimgs.net/mdimg/sastojci/m.223.jpg?1440897264,"FRUITS, VEGETABLES AND NUTS","an aromatic fruity note, sour and dry."
Rambutan,https://fimgs.net/mdimg/sastojci/m.1036.jpg?1580362733,"FRUITS, VEGETABLES AND NUTS",NULL
Raspberry,https://fimgs.net/mdimg/sastojci/m.174.jpg?1440903536,"FRUITS, VEGETABLES AND NUTS",A sweet fruity note with a strong rose facet.
Red Apple,https://fimgs.net/mdimg/sastojci/m.144.jpg?1440797639,"FRUITS, VEGETABLES AND NUTS",It is a fresh and sweet synthetic fruity note.
Red Berries,https://fimgs.net/mdimg/sastojci/m.184.jpg?1440891622,"FRUITS, VEGETABLES AND NUTS",A general name for tangy and sweet red fruit notes.
Red Currant,https://fimgs.net/mdimg/sastojci/m.134.jpg?1440797816,"FRUITS, VEGETABLES AND NUTS",a sour aromatic fruity note.
Red Fruits,https://fimgs.net/mdimg/sastojci/m.726.jpg?1598560136,"FRUITS, VEGETABLES AND NUTS",NULL
Rhubarb,https://fimgs.net/mdimg/sastojci/m.188.jpg?1441322627,"FRUITS, VEGETABLES AND NUTS","a sweet and sour, green and mouthwatering, vegetal spicy fruity fragrance."
Roasted Nuts,https://fimgs.net/mdimg/sastojci/m.1089.jpg?1613908914,"FRUITS, VEGETABLES AND NUTS",NULL
Sapodilla,https://fimgs.net/mdimg/sastojci/m.645.jpg?1407427939,"FRUITS, VEGETABLES AND NUTS",NULL
Sea Buckthorn,https://fimgs.net/mdimg/sastojci/m.871.jpg?1521220732,"FRUITS, VEGETABLES AND NUTS",NULL
Shea Butter,https://fimgs.net/mdimg/sastojci/m.1142.jpg?1623284639,"FRUITS, VEGETABLES AND NUTS",NULL
Shea Nuts,https://fimgs.net/mdimg/sastojci/m.1085.jpg?1613466043,"FRUITS, VEGETABLES AND NUTS",NULL
Snowberry,https://fimgs.net/mdimg/sastojci/m.746.jpg?1450899640,"FRUITS, VEGETABLES AND NUTS",NULL
Sour Cherry,https://fimgs.net/mdimg/sastojci/m.176.jpg?1351029976,"FRUITS, VEGETABLES AND NUTS",a juicy and rich fruity note with a nuance of almond.
Soursop,https://fimgs.net/mdimg/sastojci/m.1005.jpg?1567080638,"FRUITS, VEGETABLES AND NUTS",NULL
Soybean,https://fimgs.net/mdimg/sastojci/m.224.jpg?1440953395,"FRUITS, VEGETABLES AND NUTS",legume note with a fermented bean paste flavor.
Squash,https://fimgs.net/mdimg/sastojci/m.1018.jpg?1572401038,"FRUITS, VEGETABLES AND NUTS",NULL
Star apple,https://fimgs.net/mdimg/sastojci/m.428.jpg?1440958679,"FRUITS, VEGETABLES AND NUTS","known as Chrysophyllum cainito, it's a tropical fruit of purple-hued flesh with a star pattern from the Carribean. Tonic, milky scent."
Strawberry,https://fimgs.net/mdimg/sastojci/m.261.jpg?1440899619,"FRUITS, VEGETABLES AND NUTS","A sweet fruity note, artificial or composed of other materials, natural or artificial. "
Tayberry,https://fimgs.net/mdimg/sastojci/m.330.jpg?1440955292,"FRUITS, VEGETABLES AND NUTS","another Rubus genus variant, cross between blackberry and red raspberry, with fruit larger and sweeter than the loganberry (also a hybrid)."
Tomato,https://fimgs.net/mdimg/sastojci/m.252.jpg?1441329294,"FRUITS, VEGETABLES AND NUTS",a penetrating intense aromatic scent of tomato leaves. 
Tropical Fruits,https://fimgs.net/mdimg/sastojci/m.319.jpg?1440956983,"FRUITS, VEGETABLES AND NUTS","a general scent of sweet, lush, mouthwatering tropical fruits coconut, pineapple, guava, etc."
Umbu-Cajá | Taperebá,https://fimgs.net/mdimg/sastojci/m.782.jpg?1598649989,"FRUITS, VEGETABLES AND NUTS",NULL
Walnut,https://fimgs.net/mdimg/sastojci/m.336.jpg?1440950657,"FRUITS, VEGETABLES AND NUTS","a nutty, woody note with a somewhat bitter aftertaste."
Water Fruit,https://fimgs.net/mdimg/sastojci/m.702.jpg?1436693928,"FRUITS, VEGETABLES AND NUTS",NULL
Watermelon,https://fimgs.net/mdimg/sastojci/m.173.jpg?1440903288,"FRUITS, VEGETABLES AND NUTS",an extremely fresh note related to Calone or similar in profile syntethic molecules.
White Currant,https://fimgs.net/mdimg/sastojci/m.219.jpg?1440795665,"FRUITS, VEGETABLES AND NUTS","part of the Ribes genus, translucent berries with sweeter flavor than red currants."
Wild Strawberry,https://fimgs.net/mdimg/sastojci/m.163.jpg?1440954226,"FRUITS, VEGETABLES AND NUTS",a rich foresty sweet fruity fragrance.
Winterberry,https://fimgs.net/mdimg/sastojci/m.438.jpg?1440957663,"FRUITS, VEGETABLES AND NUTS","species of holly also known as ""black alder"", evergreen and Christmas like scent profile through association."
Wolfberry,https://fimgs.net/mdimg/sastojci/m.520.jpg?1440957898,"FRUITS, VEGETABLES AND NUTS","more well known as goji berry, considered super-food due to high level of micronutrients. Useful tart note for tonic soups, herbal tea and various wines."
Yellow Cherry,https://fimgs.net/mdimg/sastojci/m.292.jpg?1440795433,"FRUITS, VEGETABLES AND NUTS","a cultivar known as Rainier cherry, sweet and with creamy-yellow flesh."
Yumberry,https://fimgs.net/mdimg/sastojci/m.650.jpg?1598664882,"FRUITS, VEGETABLES AND NUTS",NULL
Acacia ,https://fimgs.net/mdimg/sastojci/m.730.jpg?1541088201,FLOWERS,NULL
Acerola blossom,https://fimgs.net/mdimg/sastojci/m.674.jpg?1429189995,FLOWERS,NULL
Aglaia,https://fimgs.net/mdimg/sastojci/m.414.jpg?1598579950,FLOWERS,A fresh and citrusy floral note of great radiance.
Almond Blossom,https://fimgs.net/mdimg/sastojci/m.131.jpg?1440794614,FLOWERS,"a fantasy floral note, light and airy."
Althaea,https://fimgs.net/mdimg/sastojci/m.1084.jpg?1613434437,FLOWERS,NULL
